Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
03/04/2022,2022,100635,Glue Sticks,School supplies,Michael Williams,California,$1.00,USD,$1.00,15,$15.00,Global Essentials Inc.,2,$13.50,$1.50,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$0.68
04/04/2022,2022,100635,Rulers,School supplies,Michael Williams,Idaho,$1.50,USD,$1.50,50,$75.00,Global Essentials Inc.,50,$0.00,$75.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$3.38
05/04/2022,2022,100635,Fall Arrest Systems,Hardware supplies,Michael Williams,New Mexico,$150.00,USD,$150.00,40,"$6,000.00",Global Essentials Inc.,24,"$2,400.00","$3,600.00","""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$270.00
06/04/2022,2022,100635,Tablet Stand,School supplies,Michael Williams,Idaho,$10.00,USD,$10.00,41,$410.00,Global Essentials Inc.,37,$41.00,$369.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$18.45
07/04/2022,2022,100635,Bird Feeders,Gardening supplies,Michael Williams,Nevada,$15.00,USD,$15.00,31,$465.00,Global Essentials Inc.,16,$232.50,$232.50,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$20.93
08/04/2022,2022,100635,Nuts,Hardware supplies,Michael Williams,Nevada,$0.12,USD,$0.12,15,$1.80,Global Essentials Inc.,2,$1.62,$0.18,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$0.08
09/04/2022,2022,100635,Pull Handles,Hardware supplies,Michael Williams,New Mexico,$7.00,USD,$7.00,12,$84.00,Global Essentials Inc.,8,$25.20,$58.80,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$3.78
10/04/2022,2022,100635,Bread Baskets,Home Decor,Michael Williams,Arizona,$18.00,USD,$18.00,11,$198.00,Global Essentials Inc.,6,$99.00,$99.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$8.91
11/04/2022,2022,100636,Bathrobes,Bathroom supplies,Jessica Brown,Nevada,$30.00,USD,$30.00,3,$90.00,Superior General Supplies,3,$0.00,$90.00,"""The buyers' bargaining skills paid off, as they achieved a discount of 1.2% on their purchase from the supplier.""",1.2,$1.08
12/04/2022,2022,100637,Bathroom Wall Art,Bathroom supplies,Emily Johnson,Washington,$20.00,CAD,$15.20,33,$501.60,OmniSource Supplies,10,$351.12,$150.48,""" """,0,$0.00
13/04/2022,2022,100637,Seed Packets,Gardening supplies,Emily Johnson,Oregon,$3.00,CAD,$2.28,6,$13.68,OmniSource Supplies,2,$8.21,$5.47,""" """,0,$0.00
14/04/2022,2022,100637,Greenhouses,Gardening supplies,Emily Johnson,Colorado,$300.00,CAD,$228.00,49,"$11,172.00",OmniSource Supplies,5,"$10,054.80","$1,117.20",""" """,0,$0.00
15/04/2022,2022,100637,Soap Dishes,Bathroom supplies,Emily Johnson,California,$8.00,CAD,$6.08,4,$24.32,OmniSource Supplies,4,$0.00,$24.32,""" """,0,$0.00
16/04/2022,2022,100637,Curtain Rods,Home Decor,Emily Johnson,Oregon,$15.00,CAD,$11.40,21,$239.40,OmniSource Supplies,2,$215.46,$23.94,""" """,0,$0.00
17/04/2022,2022,100637,Shower Mats,Bathroom supplies,Emily Johnson,Oregon,$15.00,CAD,$11.40,16,$182.40,OmniSource Supplies,13,$36.48,$145.92,""" """,0,$0.00
18/04/2022,2022,100637,Graph Paper,School supplies,Emily Johnson,Washington,$2.00,CAD,$1.52,16,$24.32,OmniSource Supplies,16,$0.00,$24.32,""" """,0,$0.00
19/04/2022,2022,100637,Laptop Chargers,School supplies,Emily Johnson,Utah,$30.00,CAD,$22.80,1,$22.80,OmniSource Supplies,1,$0.00,$22.80,""" """,0,$0.00
20/04/2022,2022,100638,Toilet Paper Holders,Bathroom supplies,Emily Johnson,Washington,$15.00,CAD,$11.40,7,$79.80,OmniSource Supplies,1,$63.84,$15.96,"""The negotiations fell through, and the buyers did not receive any savings, leaving them feeling downhearted.""",0,$0.00
21/04/2022,2022,100639,Garden Trellis,Gardening supplies,Emily Johnson,Oregon,$20.00,CAD,$15.20,52,$790.40,OmniSource Supplies,42,$158.08,$632.32,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
22/04/2022,2022,100639,Bedding Sets,Home Decor,Emily Johnson,California,$80.00,CAD,$60.80,6,$364.80,OmniSource Supplies,1,$291.84,$72.96,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
23/04/2022,2022,100639,Garden Gnomes,Gardening supplies,Emily Johnson,Colorado,$12.00,CAD,$9.12,15,$136.80,OmniSource Supplies,15,$0.00,$136.80,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
24/04/2022,2022,100639,Shower Head Filters,Bathroom supplies,Emily Johnson,Idaho,$8.00,CAD,$6.08,42,$255.36,OmniSource Supplies,42,$0.00,$255.36,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
25/04/2022,2022,100639,Hand Trowels,Gardening supplies,Emily Johnson,Idaho,$8.00,CAD,$6.08,37,$224.96,OmniSource Supplies,37,$0.00,$224.96,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
26/04/2022,2022,100639,Gardening Gloves,Gardening supplies,Emily Johnson,Arizona,$10.00,CAD,$7.60,18,$136.80,OmniSource Supplies,5,$95.76,$41.04,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
27/04/2022,2022,100639,Vanity Mirrors,Bathroom supplies,Emily Johnson,Arizona,$40.00,CAD,$30.40,27,$820.80,OmniSource Supplies,27,$0.00,$820.80,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
28/04/2022,2022,100640,Screwdrivers,Hardware supplies,Jessica Brown,Washington,$5.00,USD,$5.00,48,$240.00,Superior General Supplies,5,$216.00,$24.00,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$15.60
29/04/2022,2022,100641,Trash Bags,School supplies,Jessica Brown,Nevada,$2.50,USD,$2.50,52,$130.00,Superior General Supplies,47,$13.00,$117.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$1.04
30/04/2022,2022,100642,Dish Drainers,Home Decor,Emily Johnson,New Mexico,$30.00,CAD,$22.80,22,$501.60,OmniSource Supplies,7,$351.12,$150.48,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
01/05/2022,2022,100643,Decorative Cushions,Home Decor,Michael Williams,Utah,$18.00,USD,$18.00,36,$648.00,Global Essentials Inc.,32,$64.80,$583.20,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$31.75
02/05/2022,2022,100643,Padlocks,Hardware supplies,Michael Williams,Nevada,$8.00,USD,$8.00,14,$112.00,Global Essentials Inc.,8,$44.80,$67.20,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$5.49
03/05/2022,2022,100643,Caution Tapes,Hardware supplies,Michael Williams,Washington,$5.00,USD,$5.00,38,$190.00,Global Essentials Inc.,38,$0.00,$190.00,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$9.31
04/05/2022,2022,100643,Combination Locks,Hardware supplies,Michael Williams,Oregon,$12.00,USD,$12.00,35,$420.00,Global Essentials Inc.,35,$0.00,$420.00,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$20.58
05/05/2022,2022,100643,Gel Pens,School supplies,Michael Williams,Arizona,$1.20,USD,$1.20,2,$2.40,Global Essentials Inc.,1,$0.96,$1.44,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$0.12
06/05/2022,2022,100643,Wine Racks,Home Decor,Michael Williams,California,$40.00,USD,$40.00,3,$120.00,Global Essentials Inc.,2,$24.00,$96.00,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$5.88
07/05/2022,2022,100643,Garden Ornaments,Gardening supplies,Michael Williams,Washington,$18.00,USD,$18.00,24,$432.00,Global Essentials Inc.,17,$129.60,$302.40,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$21.17
08/05/2022,2022,100644,Garden Arbors,Gardening supplies,Christopher Jones,Washington,$60.00,USD,$60.00,41,"$2,460.00",All-Purpose Depot,8,"$1,968.00",$492.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
09/05/2022,2022,100645,Wardrobe Cabinets,Home Decor,John Smith,Oregon,$80.00,USD,$80.00,1,$80.00,Universal Supply Co.,1,$0.00,$80.00,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$4.48
10/05/2022,2022,100646,Makeup Mirrors,Bathroom supplies,Emily Johnson,Oregon,$35.00,CAD,$26.60,41,"$1,090.60",OmniSource Supplies,12,$763.42,$327.18,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$42.53
11/05/2022,2022,100647,Table Runners,Home Decor,Michael Williams,Idaho,$20.00,USD,$20.00,33,$660.00,Global Essentials Inc.,7,$528.00,$132.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$29.70
12/05/2022,2022,100648,Compost,Gardening supplies,Michael Williams,Utah,$20.00,USD,$20.00,39,$780.00,Global Essentials Inc.,20,$390.00,$390.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$69.42
13/05/2022,2022,100648,Safety Barricades,Hardware supplies,Michael Williams,New Mexico,$20.00,USD,$20.00,5,$100.00,Global Essentials Inc.,4,$20.00,$80.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$8.90
14/05/2022,2022,100648,Vanity Trays,Bathroom supplies,Michael Williams,Idaho,$18.00,USD,$18.00,6,$108.00,Global Essentials Inc.,6,$0.00,$108.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$9.61
15/05/2022,2022,100648,Toothbrush Holders,Bathroom supplies,Michael Williams,California,$10.00,USD,$10.00,39,$390.00,Global Essentials Inc.,23,$156.00,$234.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$34.71
16/05/2022,2022,100648,Garden Kneelers,Gardening supplies,Michael Williams,Washington,$15.00,USD,$15.00,10,$150.00,Global Essentials Inc.,10,$0.00,$150.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$13.35
17/05/2022,2022,100648,Pot Racks,Home Decor,Michael Williams,Nevada,$60.00,USD,$60.00,3,$180.00,Global Essentials Inc.,2,$54.00,$126.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$16.02
18/05/2022,2022,100648,Door Stoppers,Hardware supplies,Michael Williams,New Mexico,$2.00,USD,$2.00,33,$66.00,Global Essentials Inc.,13,$39.60,$26.40,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$5.87
19/05/2022,2022,100648,Laundry Hampers,Home Decor,Michael Williams,Arizona,$30.00,USD,$30.00,31,$930.00,Global Essentials Inc.,31,$0.00,$930.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$82.77
20/05/2022,2022,100649,Loose Leaf Paper,School supplies,Jessica Brown,New Mexico,$3.50,USD,$3.50,17,$59.50,Superior General Supplies,17,$0.00,$59.50,""" """,0,$0.00
21/05/2022,2022,100650,Shower Head Holders,Bathroom supplies,Michael Williams,New Mexico,$10.00,USD,$10.00,6,$60.00,Global Essentials Inc.,1,$48.00,$12.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$1.20
22/05/2022,2022,100650,Carbon Paper,School supplies,Michael Williams,Oregon,$1.00,USD,$1.00,44,$44.00,Global Essentials Inc.,4,$39.60,$4.40,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$0.88
23/05/2022,2022,100651,Dustpan and Brush Set,School supplies,Jessica Brown,Utah,$3.00,USD,$3.00,2,$6.00,Superior General Supplies,1,$3.00,$3.00,""" """,0,$0.00
24/05/2022,2022,100651,Crayons,School supplies,Jessica Brown,Idaho,$1.20,USD,$1.20,11,$13.20,Superior General Supplies,4,$7.92,$5.28,""" """,0,$0.00
25/05/2022,2022,100651,Drawer Dividers,Home Decor,Jessica Brown,California,$10.00,USD,$10.00,6,$60.00,Superior General Supplies,4,$24.00,$36.00,""" """,0,$0.00
26/05/2022,2022,100651,Potting Soil,Gardening supplies,Jessica Brown,Oregon,$15.00,USD,$15.00,26,$390.00,Superior General Supplies,18,$117.00,$273.00,""" """,0,$0.00
27/05/2022,2022,100651,Toilet Brush Holders,Bathroom supplies,Jessica Brown,Idaho,$8.00,USD,$8.00,31,$248.00,Superior General Supplies,25,$49.60,$198.40,""" """,0,$0.00
28/05/2022,2022,100651,Drawing Paper,School supplies,Jessica Brown,Colorado,$2.50,USD,$2.50,41,$102.50,Superior General Supplies,29,$30.75,$71.75,""" """,0,$0.00
29/05/2022,2022,100651,Hard Hats,Hardware supplies,Jessica Brown,Oregon,$15.00,USD,$15.00,3,$45.00,Superior General Supplies,3,$0.00,$45.00,""" """,0,$0.00
30/05/2022,2022,100652,Cutting Boards,Home Decor,Jessica Brown,Utah,$25.00,USD,$25.00,35,$875.00,Superior General Supplies,4,$787.50,$87.50,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
31/05/2022,2022,100653,Toilet Seat Covers,Bathroom supplies,Jessica Brown,Washington,$5.00,USD,$5.00,36,$180.00,Superior General Supplies,36,$0.00,$180.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
01/06/2022,2022,100654,Screws,Hardware supplies,Christopher Jones,Colorado,$0.10,USD,$0.10,6,$0.60,All-Purpose Depot,1,$0.48,$0.12,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$0.02
02/06/2022,2022,100655,Wrenches,Hardware supplies,John Smith,Colorado,$7.00,USD,$7.00,46,$322.00,Universal Supply Co.,5,$289.80,$32.20,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$28.66
03/06/2022,2022,100656,Glass Cleaner,School supplies,Christopher Jones,Oregon,$2.00,USD,$2.00,5,$10.00,All-Purpose Depot,5,$0.00,$10.00,"""The buyers' negotiation skills paid off, as they achieved a generous savings of 4.2% on their purchase from the supplier.""",4.2,$0.42
04/06/2022,2022,100657,Candles,Home Decor,Emily Johnson,Oregon,$10.00,CAD,$7.60,52,$395.20,OmniSource Supplies,52,$0.00,$395.20,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
05/06/2022,2022,100658,Sanders,Hardware supplies,Emily Johnson,California,$80.00,CAD,$60.80,5,$304.00,OmniSource Supplies,4,$60.80,$243.20,"""Thanks to skillful negotiations, buyers enjoyed savings of 3.5% on their total expenditure with the supplier.""",3.5,$10.64
06/06/2022,2022,100659,Towels,Bathroom supplies,Michael Williams,Arizona,$15.00,USD,$15.00,19,$285.00,Global Essentials Inc.,17,$28.50,$256.50,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$12.26
07/06/2022,2022,100660,Carabiners,Hardware supplies,John Smith,New Mexico,$2.50,USD,$2.50,42,$105.00,Universal Supply Co.,42,$0.00,$105.00,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$7.67
08/06/2022,2022,100661,Garden Hoes,Gardening supplies,Christopher Jones,Colorado,$20.00,USD,$20.00,31,$620.00,All-Purpose Depot,31,$0.00,$620.00,"""Smart bargaining with the supplier led to a significant savings of 4.8% for the satisfied buyers.""",4.8,$29.76
09/06/2022,2022,100662,Composition Notebooks,School supplies,Emily Johnson,New Mexico,$2.80,CAD,$2.13,26,$55.33,OmniSource Supplies,8,$38.73,$16.60,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
10/06/2022,2022,100663,Shower Curtain Liners,Bathroom supplies,Christopher Jones,Nevada,$5.00,USD,$5.00,50,$250.00,All-Purpose Depot,20,$150.00,$100.00,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$10.75
11/06/2022,2022,100663,Bird Baths,Gardening supplies,Christopher Jones,Oregon,$30.00,USD,$30.00,31,$930.00,All-Purpose Depot,19,$372.00,$558.00,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$39.99
12/06/2022,2022,100663,Mechanical Pencils,School supplies,Christopher Jones,Nevada,$0.70,USD,$0.70,22,$15.40,All-Purpose Depot,22,$0.00,$15.40,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$0.66
13/06/2022,2022,100663,Pruning Shears,Gardening supplies,Christopher Jones,Nevada,$15.00,USD,$15.00,26,$390.00,All-Purpose Depot,26,$0.00,$390.00,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$16.77
